structure_id,cif_file,ai_based_altermagnet_probability,ai_based_altermagnet_screening_status,single_magnetic_element_status,even_magnetic_atom_status,novelty_status,uniqueness_status,symmetry_based_filter_status,dft_validation_status
gen_6_185,gen_6_185.cif,2.3052521134310473e-37,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_186,gen_6_186.cif,7.407792285265896e-16,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_187,gen_6_187.cif,5.177312641678334e-32,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_188,gen_6_188.cif,0.0,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_189,gen_6_189.cif,6.68255984612388e-24,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_190,gen_6_190.cif,4.1671750956612935e-15,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_191,gen_6_191.cif,1.4427511376326582e-20,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_192,gen_6_192.cif,3.0828566215145976e-44,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_193,gen_6_193.cif,7.848928227364036e-34,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_194,gen_6_194.cif,8.113892704386672e-07,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_195,gen_6_195.cif,8.730199145969332e-26,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_196,gen_6_196.cif,9.477243648870607e-23,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_197,gen_6_197.cif,7.167531013152484e-10,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_198,gen_6_198.cif,2.5831547052204348e-14,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_199,gen_6_199.cif,6.697321733653561e-13,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_200,gen_6_200.cif,4.3004118617171755e-28,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_201,gen_6_201.cif,4.039945148625312e-18,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_202,gen_6_202.cif,9.450919676007744e-24,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_203,gen_6_203.cif,3.5890756917519377e-40,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_204,gen_6_204.cif,1.0724922339111487e-10,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_205,gen_6_205.cif,1.0226685160952687e-37,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_206,gen_6_206.cif,9.002347227118734e-18,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_207,gen_6_207.cif,7.35796129447408e-06,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_208,gen_6_208.cif,1.119665578514558e-14,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_209,gen_6_209.cif,4.0052922133952956e-20,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_210,gen_6_210.cif,3.699912490254074e-27,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_211,gen_6_211.cif,1.2465856676635443e-17,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_212,gen_6_212.cif,1.0004543521469298e-22,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_213,gen_6_213.cif,1.4696130808162684e-21,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_214,gen_6_214.cif,3.9250417103176005e-06,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_215,gen_6_215.cif,1.0498641344301729e-14,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_216,gen_6_216.cif,8.340672356553304e-29,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_217,gen_6_217.cif,1.3286254408165536e-16,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_218,gen_6_218.cif,6.949045057481342e-34,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_219,gen_6_219.cif,5.288773633801732e-19,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_220,gen_6_220.cif,9.105555478589262e-16,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_221,gen_6_221.cif,1.5540549972092617e-24,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_222,gen_6_222.cif,3.3619755332952734e-29,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_223,gen_6_223.cif,0.0,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_224,gen_6_224.cif,7.044504659558586e-22,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_225,gen_6_225.cif,6.29587455988511e-20,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_226,gen_6_226.cif,3.686861473625737e-22,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_227,gen_6_227.cif,7.632508514773737e-24,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_228,gen_6_228.cif,3.4487156511629757e-13,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_229,gen_6_229.cif,8.218906800391878e-16,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_230,gen_6_230.cif,1.905591773265769e-07,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_231,gen_6_231.cif,0.0,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_232,gen_6_232.cif,3.968085526953852e-24,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_233,gen_6_233.cif,1.2595299689152028e-17,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_234,gen_6_234.cif,0.00014051575271878392,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_235,gen_6_235.cif,4.009079869592432e-29,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_236,gen_6_236.cif,1.838067054195548e-16,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_237,gen_6_237.cif,2.966075981323189e-27,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_238,gen_6_238.cif,1.3978004570260682e-30,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_239,gen_6_239.cif,1.9457570508749974e-19,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_240,gen_6_240.cif,1.4807444159714578e-09,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_241,gen_6_241.cif,8.256662257972021e-20,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_242,gen_6_242.cif,1.3633897905542382e-16,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_243,gen_6_243.cif,3.472085161187645e-29,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_244,gen_6_244.cif,2.9310222533997417e-16,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_245,gen_6_245.cif,2.371510789565162e-19,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_246,gen_6_246.cif,1.9099389909101576e-16,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_247,gen_6_247.cif,1.656710792857785e-13,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_248,gen_6_248.cif,2.2665236820514365e-18,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_249,gen_6_249.cif,5.391436893706764e-20,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_250,gen_6_250.cif,0.0,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_251,gen_6_251.cif,3.7846549184177524e-39,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_252,gen_6_252.cif,1.898759419160127e-42,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_253,gen_6_253.cif,2.6260333221447072e-42,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_254,gen_6_254.cif,0.0,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_255,gen_6_255.cif,1.8327040121504483e-16,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_256,gen_6_256.cif,1.8671178492191132e-10,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_257,gen_6_257.cif,1.1493306677594254e-29,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_258,gen_6_258.cif,2.903490418081021e-42,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_259,gen_6_259.cif,0.0,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_260,gen_6_260.cif,1.7123814827281147e-20,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_261,gen_6_261.cif,3.413943216861837e-21,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_262,gen_6_262.cif,4.2150426215765285e-15,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_263,gen_6_263.cif,1.4958482790199472e-25,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_264,gen_6_264.cif,2.541701194684962e-17,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_265,gen_6_265.cif,3.1558325896424032e-18,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_266,gen_6_266.cif,0.0,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_267,gen_6_267.cif,6.810178777242465e-16,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_268,gen_6_268.cif,2.9430070830434816e-18,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_269,gen_6_269.cif,2.6959553110040635e-15,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_270,gen_6_270.cif,2.1083505361912915e-17,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_271,gen_6_271.cif,3.0097491270770295e-29,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_272,gen_6_272.cif,3.875078475342964e-20,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_273,gen_6_273.cif,1.3472694300790088e-16,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_274,gen_6_274.cif,1.5029173796446671e-18,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_275,gen_6_275.cif,3.769085225324031e-29,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_276,gen_6_276.cif,2.454986129016702e-22,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_277,gen_6_277.cif,5.010856586867371e-22,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_278,gen_6_278.cif,3.3453481762535375e-08,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_279,gen_6_279.cif,1.0774006781433971e-36,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_280,gen_6_280.cif,7.417154963948371e-15,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_281,gen_6_281.cif,8.407790785948902e-45,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_282,gen_6_282.cif,5.372625421211341e-22,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_283,gen_6_283.cif,2.3416244355690854e-16,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_284,gen_6_284.cif,0.0,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_285,gen_6_285.cif,0.0,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_286,gen_6_286.cif,2.684234969052465e-16,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_287,gen_6_287.cif,1.2752544252141776e-36,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_288,gen_6_288.cif,2.2877907272107463e-16,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_289,gen_6_289.cif,1.9894234298019428e-41,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_290,gen_6_290.cif,0.0,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_291,gen_6_291.cif,4.212798512814864e-12,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_292,gen_6_292.cif,1.0922733380609075e-29,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_293,gen_6_293.cif,1.1265795951525455e-23,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_294,gen_6_294.cif,4.9648782436571e-18,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_295,gen_6_295.cif,6.317274952763019e-16,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_296,gen_6_296.cif,1.219120913862038e-18,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_297,gen_6_297.cif,6.143651668129302e-13,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_298,gen_6_298.cif,1.980078002187545e-37,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_299,gen_6_299.cif,1.0394875855620914e-28,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_300,gen_6_300.cif,3.876220876392385e-18,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_301,gen_6_301.cif,1.07024639151021e-10,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_302,gen_6_302.cif,0.999574601650238,pass,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_303,gen_6_303.cif,3.3954403433194136e-18,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_304,gen_6_304.cif,1.0933388786595202e-17,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_305,gen_6_305.cif,4.832709671022152e-18,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_306,gen_6_306.cif,3.7384617499465335e-26,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_307,gen_6_307.cif,5.200534447524774e-12,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_308,gen_6_308.cif,1.0599256493532948e-19,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_309,gen_6_309.cif,1.591320798006654e-17,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_310,gen_6_310.cif,0.0,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_311,gen_6_311.cif,2.0532317638881848e-35,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_312,gen_6_312.cif,1.8459807139117774e-22,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_313,gen_6_313.cif,1.5933619639641617e-24,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_314,gen_6_314.cif,0.999942421913147,pass,pass,pass,fail,not_evaluated,not_evaluated,not_evaluated
gen_6_315,gen_6_315.cif,2.5739709521989486e-30,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_316,gen_6_316.cif,3.233853671225446e-17,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_317,gen_6_317.cif,5.286001010415238e-15,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_318,gen_6_318.cif,6.539164146167383e-19,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_319,gen_6_319.cif,1.4958787136968156e-15,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_320,gen_6_320.cif,7.063702120054103e-19,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_321,gen_6_321.cif,2.313543764600273e-42,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_322,gen_6_322.cif,1.924872860058353e-18,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_323,gen_6_323.cif,4.982733411606316e-25,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_324,gen_6_324.cif,1.1406569499604011e-42,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_325,gen_6_325.cif,4.584115840760672e-17,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_326,gen_6_326.cif,0.0,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_327,gen_6_327.cif,1.2297820233109404e-22,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_328,gen_6_328.cif,0.0,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_329,gen_6_329.cif,1.2112281568151051e-23,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_330,gen_6_330.cif,9.868248931768978e-14,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_331,gen_6_331.cif,2.578563822721731e-20,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_332,gen_6_332.cif,2.0758306583277083e-16,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_333,gen_6_333.cif,1.4300693638749485e-38,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_334,gen_6_334.cif,1.9019572943595935e-37,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_335,gen_6_335.cif,2.0794368112656377e-31,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_336,gen_6_336.cif,3.935729669695065e-26,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_337,gen_6_337.cif,0.0,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_338,gen_6_338.cif,0.0,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_339,gen_6_339.cif,3.7505386471482164e-15,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_340,gen_6_340.cif,6.040557441587156e-15,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_341,gen_6_341.cif,4.4512375471601534e-17,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_342,gen_6_342.cif,3.866116167276408e-20,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_343,gen_6_343.cif,4.2712568101540074e-15,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_344,gen_6_344.cif,4.533720621147097e-12,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_345,gen_6_345.cif,4.625686230736221e-40,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_346,gen_6_346.cif,1.431336539730734e-29,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_347,gen_6_347.cif,1.583521958177738e-31,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_348,gen_6_348.cif,6.712113653579384e-18,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_349,gen_6_349.cif,9.335054951264965e-10,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_350,gen_6_350.cif,1.3032727343816623e-20,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_351,gen_6_351.cif,2.4049311375320013e-23,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_352,gen_6_352.cif,5.983741200954217e-25,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_353,gen_6_353.cif,4.313725387768113e-18,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_354,gen_6_354.cif,1.9117311935125394e-17,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_355,gen_6_355.cif,5.504117714884368e-25,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_356,gen_6_356.cif,1.7628567605242756e-13,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_357,gen_6_357.cif,4.286614899845498e-12,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_358,gen_6_358.cif,0.0,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_359,gen_6_359.cif,3.196728675196791e-31,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_360,gen_6_360.cif,1.482053087024926e-12,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_361,gen_6_361.cif,1.6932069254762988e-27,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_362,gen_6_362.cif,3.716147429683902e-29,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_363,gen_6_363.cif,3.543485174890331e-36,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_364,gen_6_364.cif,4.280912420995951e-23,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_365,gen_6_365.cif,1.325485693426387e-10,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_366,gen_6_366.cif,6.051559253705818e-11,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_367,gen_6_367.cif,1.3655541430968196e-39,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_368,gen_6_368.cif,5.524408513112034e-13,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_369,gen_6_369.cif,1.273030569848288e-10,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_370,gen_6_370.cif,2.5282912417259945e-30,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_371,gen_6_371.cif,1.6564942658254785e-15,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_372,gen_6_372.cif,9.923541028911131e-07,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_373,gen_6_373.cif,8.925153766301694e-37,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_374,gen_6_374.cif,1.9972977938209624e-08,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
gen_6_375,gen_6_375.cif,8.81766261175402e-17,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
